# entry|column|replacementLength|symbols|observedCount
PAID_CASCADE|0|6|H2,H2,H2,H2,K,K|1
PAID_CASCADE|0|6|H2,H2,H4,H4,H4,A|1
PAID_CASCADE|0|6|H2,H2,H5,H5,Q,Q|2
PAID_CASCADE|0|6|H2,H2,K,A,H3,J|1
PAID_CASCADE|0|6|H2,H3,H3,H4,J,Q|1
PAID_CASCADE|0|6|H2,H4,H1,H1,H1,H3|1
PAID_CASCADE|0|6|H2,J,J,T,H3,H1|1
PAID_CASCADE|0|6|H2,K,H4,J,H5,H5|1
PAID_CASCADE|0|6|H2,Q,J,K,K,H4|1
PAID_CASCADE|0|6|H2,T,K,H5,H5,H1|1
PAID_CASCADE|0|6|H2,X3,H3,H3,H3,H3|1
PAID_CASCADE|0|6|H3,A,A,H4,H4,J|1
PAID_CASCADE|0|6|H3,A,Q,K,H2,H1|1
PAID_CASCADE|0|6|H3,H2,H2,H2,H1,Q|1
PAID_CASCADE|0|6|H3,H3,H3,H3,H3,H3|1
PAID_CASCADE|0|6|H3,H3,H3,H3,K,H5|2
PAID_CASCADE|0|6|H3,H3,H3,Q,X4,T|1
PAID_CASCADE|0|6|H3,H3,H4,H4,T,T|1
PAID_CASCADE|0|6|H3,H3,H5,H5,H5,Q|1
PAID_CASCADE|0|6|H3,H3,J,J,J,H5|1
PAID_CASCADE|0|6|H3,H3,T,K,H1,H1|1
PAID_CASCADE|0|6|H3,H5,H2,H4,K,J|1
PAID_CASCADE|0|6|H3,J,H5,T,T,A|1
PAID_CASCADE|0|6|H3,Q,H1,H1,H1,H5|2
PAID_CASCADE|0|6|H3,T,J,H1,H1,H1|1
PAID_CASCADE|0|6|H4,H1,A,A,J,J|1
PAID_CASCADE|0|6|H4,H1,H1,H2,H2,A|1
PAID_CASCADE|0|6|H4,H1,T,T,T,T|1
PAID_CASCADE|0|6|H4,H3,Q,A,A,A|1
PAID_CASCADE|0|6|H4,H4,H1,H2,Q,Q|1
PAID_CASCADE|0|6|H4,H4,H1,Q,Q,H2|1
PAID_CASCADE|0|6|H4,H4,H4,H4,H4,H1|1
PAID_CASCADE|0|6|H4,H4,T,T,Q,Q|1
PAID_CASCADE|0|6|H4,H4,T,T,T,T|1
PAID_CASCADE|0|6|H4,K,H1,H1,H1,H1|1
PAID_CASCADE|0|6|H4,X4,H1,H3,H3,H3|1
PAID_CASCADE|0|6|H5,A,H1,J,H4,X2|1
PAID_CASCADE|0|6|H5,A,H1,K,H3,J|1
PAID_CASCADE|0|6|H5,H2,T,A,H1,H1|1
PAID_CASCADE|0|6|H5,H3,A,A,H4,K|1
PAID_CASCADE|0|6|H5,H3,H1,H1,H1,H2|1
PAID_CASCADE|0|6|H5,H5,H2,H2,H2,H1|1
PAID_CASCADE|0|6|H5,H5,H5,A,Q,H1|1
PAID_CASCADE|0|6|H5,H5,H5,H1,H1,H1|1
PAID_CASCADE|0|6|H5,H5,H5,H5,H4,Q|1
PAID_CASCADE|0|6|H5,H5,T,H2,H2,J|1
PAID_CASCADE|0|6|H5,H5,X3,H3,H3,H1|1
PAID_CASCADE|0|6|H5,J,J,J,H1,K|1
PAID_CASCADE|0|6|H5,K,H3,H1,H1,H2|1
PAID_CASCADE|0|6|H5,K,T,H1,H3,H3|1
PAID_CASCADE|0|6|H5,Q,Q,H1,T,H3|1
PAID_CASCADE|0|6|H5,Q,Q,H3,H1,T|1
PAID_CASCADE|0|6|H5,T,H1,H4,K,Q|1
PAID_CASCADE|0|6|H5,X4,H4,T,H3,H3|1
PAID_CASCADE|0|6|J,H1,A,H5,H4,H3|1
PAID_CASCADE|0|6|J,H1,H1,H4,H4,H2|1
PAID_CASCADE|0|6|J,H2,H2,H5,H1,H1|1
PAID_CASCADE|0|6|J,H4,H2,H2,Q,T|1
PAID_CASCADE|0|6|J,H5,Q,H1,H1,T|2
PAID_CASCADE|0|6|J,J,H5,H5,H5,A|1
PAID_CASCADE|0|6|J,J,H5,H5,H5,H5|1
PAID_CASCADE|0|6|J,J,J,J,H3,H3|1
PAID_CASCADE|0|6|J,K,H1,H5,Q,T|1
PAID_CASCADE|0|6|J,T,T,K,H2,H2|1
PAID_CASCADE|0|6|K,A,H5,H4,Q,H2|1
PAID_CASCADE|0|6|K,H1,H2,H2,H2,H2|1
PAID_CASCADE|0|6|K,H1,H3,Q,X3,J|1
PAID_CASCADE|0|6|K,H1,H4,H2,H3,H3|1
PAID_CASCADE|0|6|K,H1,Q,Q,Q,Q|1
PAID_CASCADE|0|6|K,H2,H2,H2,H2,A|1
PAID_CASCADE|0|6|K,H3,A,H2,J,X3|1
PAID_CASCADE|0|6|K,H3,H3,H3,H2,H2|1
PAID_CASCADE|0|6|K,H3,Q,A,T,T|1
PAID_CASCADE|0|6|K,H4,H4,H5,Q,X2|1
PAID_CASCADE|0|6|K,H5,H5,T,T,H1|1
PAID_CASCADE|0|6|K,J,H4,H1,H1,Q|2
PAID_CASCADE|0|6|K,K,J,J,J,H1|1
PAID_CASCADE|0|6|K,K,K,H1,Q,Q|1
PAID_CASCADE|0|6|K,K,K,K,K,K|1
PAID_CASCADE|0|6|K,Q,Q,A,H3,H3|1
PAID_CASCADE|0|6|Q,H1,H5,H5,H5,H4|1
PAID_CASCADE|0|6|Q,H2,H5,H1,H1,H1|1
PAID_CASCADE|0|6|Q,H3,K,H4,H4,H1|1
PAID_CASCADE|0|6|Q,H4,H5,K,K,T|1
PAID_CASCADE|0|6|Q,H4,K,A,Scat,T|1
PAID_CASCADE|0|6|Q,Q,H3,H3,H3,H3|1
PAID_CASCADE|0|6|Q,Q,Q,H2,H2,H3|1
PAID_CASCADE|0|6|Q,Q,Q,H3,H3,H3|1
PAID_CASCADE|0|6|Q,Q,Q,T,H3,K|1
PAID_CASCADE|0|6|Q,T,T,H4,H4,H4|1
PAID_CASCADE|0|6|Scat,H1,T,X3,A,A|1
PAID_CASCADE|0|6|Scat,H4,Q,H1,T,H2|1
PAID_CASCADE|0|6|T,A,H4,H4,H4,H4|1
PAID_CASCADE|0|6|T,A,H5,H4,H4,H4|1
PAID_CASCADE|0|6|T,H1,H1,H1,H1,H1|1
PAID_CASCADE|0|6|T,H1,H1,H1,H1,H5|1
PAID_CASCADE|0|6|T,H3,J,J,H2,H2|1
PAID_CASCADE|0|6|T,H5,A,H1,H1,H1|1
PAID_CASCADE|0|6|T,K,K,H2,H2,J|1
PAID_CASCADE|0|6|T,Scat,H2,Q,H4,H5|1
PAID_CASCADE|0|6|T,Scat,J,H5,H4,H2|1
PAID_CASCADE|0|6|T,T,J,H1,Q,H4|1
PAID_CASCADE|0|6|T,T,T,A,H2,H4|1
PAID_CASCADE|0|6|X3,J,H1,H1,H1,H1|1
PAID_CASCADE|1|6|A,A,A,A,A,H3|1
PAID_CASCADE|1|6|A,A,H2,H1,H4,X4|1
PAID_CASCADE|1|6|A,A,H3,H1,H4,H4|1
PAID_CASCADE|1|6|A,A,K,H2,T,H4|1
PAID_CASCADE|1|6|A,H1,H1,H1,H1,K|1
PAID_CASCADE|1|6|A,H1,H1,H1,T,T|1
PAID_CASCADE|1|6|A,H2,H3,H5,Q,H1|1
PAID_CASCADE|1|6|A,H3,H3,H3,J,J|1
PAID_CASCADE|1|6|A,H3,H4,K,K,K|1
PAID_CASCADE|1|6|A,Q,H2,H5,H3,H3|1
PAID_CASCADE|1|6|A,Scat,H4,H1,H1,H1|1
PAID_CASCADE|1|6|A,X4,T,H1,H1,H5|1
PAID_CASCADE|1|6|H1,A,H2,Q,Q,Q|1
PAID_CASCADE|1|6|H1,H1,H1,H1,H1,H1|2
PAID_CASCADE|1|6|H1,H1,H1,H1,H1,T|2
PAID_CASCADE|1|6|H1,H1,H1,H1,H4,Q|1
PAID_CASCADE|1|6|H1,H1,H1,H5,H5,H5|2
PAID_CASCADE|1|6|H1,H1,H1,J,H4,H2|1
PAID_CASCADE|1|6|H1,H1,H1,K,T,H2|1
PAID_CASCADE|1|6|H1,H1,H1,Q,X4,T|1
PAID_CASCADE|1|6|H1,H1,H5,J,J,H3|2
PAID_CASCADE|1|6|H1,H1,T,K,K,X2|2
PAID_CASCADE|1|6|H1,H2,A,X4,H3,H3|1
PAID_CASCADE|1|6|H1,H2,Q,Q,T,H4|1
PAID_CASCADE|1|6|H1,H3,H3,H3,A,H2|1
PAID_CASCADE|1|6|H1,H3,H3,H5,H5,A|1
PAID_CASCADE|1|6|H1,H3,H3,J,A,H4|1
PAID_CASCADE|1|6|H1,H3,J,H2,X2,Q|1
PAID_CASCADE|1|6|H1,H4,H3,H3,H3,H5|1
PAID_CASCADE|1|6|H1,H4,H4,A,T,T|1
PAID_CASCADE|1|6|H1,H4,H5,A,K,H2|1
PAID_CASCADE|1|6|H1,H4,X4,H3,H5,K|1
PAID_CASCADE|1|6|H1,H5,H3,H3,T,H4|1
PAID_CASCADE|1|6|H1,H5,H5,H5,Q,J|1
PAID_CASCADE|1|6|H1,H5,H5,K,K,H2|1
PAID_CASCADE|1|6|H1,J,H4,H5,H5,H5|1
PAID_CASCADE|1|6|H1,J,K,Q,A,H3|1
PAID_CASCADE|1|6|H1,Q,H4,H4,H4,H5|1
PAID_CASCADE|1|6|H1,Q,H5,A,A,J|1
PAID_CASCADE|1|6|H1,Q,Q,H4,H4,T|1
PAID_CASCADE|1|6|H1,Q,Q,Q,H2,H3|1
PAID_CASCADE|1|6|H1,Scat,A,A,A,A|1
PAID_CASCADE|1|6|H1,T,H5,H2,A,J|1
PAID_CASCADE|1|6|H1,T,J,H5,K,Q|1
PAID_CASCADE|1|6|H2,A,J,H3,H3,K|1
PAID_CASCADE|1|6|H2,H1,H1,H1,H1,H5|1
PAID_CASCADE|1|6|H2,H1,H1,H1,H1,Q|1
PAID_CASCADE|1|6|H2,H2,H2,H2,H1,Q|1
PAID_CASCADE|1|6|H2,H2,H2,H2,H1,T|1
PAID_CASCADE|1|6|H2,H2,H2,H2,J,H3|1
PAID_CASCADE|1|6|H2,H2,H2,H3,J,J|1
PAID_CASCADE|1|6|H2,H2,H5,H5,H5,T|1
PAID_CASCADE|1|6|H2,H2,X4,H1,Q,H5|1
PAID_CASCADE|1|6|H2,H4,H5,H3,A,H1|1
PAID_CASCADE|1|6|H2,J,J,J,J,J|1
PAID_CASCADE|1|6|H2,J,K,K,K,H5|1
PAID_CASCADE|1|6|H2,K,K,K,K,K|1
PAID_CASCADE|1|6|H2,T,J,H4,H4,H4|1
PAID_CASCADE|1|6|H2,X3,Q,H1,H1,H1|1
PAID_CASCADE|1|6|H3,H1,H1,H1,H1,H1|1
PAID_CASCADE|1|6|H3,H1,H1,H1,H1,J|1
PAID_CASCADE|1|6|H3,H1,H1,H4,K,K|1
PAID_CASCADE|1|6|H3,H1,T,T,Q,J|1
PAID_CASCADE|1|6|H3,H2,J,T,A,H1|1
PAID_CASCADE|1|6|H3,H3,H1,K,K,K|1
PAID_CASCADE|1|6|H3,H3,H3,H3,H3,H3|1
PAID_CASCADE|1|6|H3,H3,H3,H3,T,Q|1
PAID_CASCADE|1|6|H3,H3,H3,H5,Scat,A|1
PAID_CASCADE|1|6|H3,H3,H3,T,J,J|1
PAID_CASCADE|1|6|H3,H3,H4,X3,J,J|1
PAID_CASCADE|1|6|H3,H4,A,K,K,J|1
PAID_CASCADE|1|6|H3,H4,H4,H4,H4,H4|1
PAID_CASCADE|1|6|H3,H4,T,T,A,J|1
PAID_CASCADE|1|6|H3,J,H1,T,K,H5|1
PAID_CASCADE|1|6|H3,K,J,J,J,A|2
PAID_CASCADE|1|6|H3,X3,H1,H1,H1,H1|1
PAID_CASCADE|1|6|H4,H1,H3,T,X4,H2|1
PAID_CASCADE|1|6|H4,H3,H3,H1,H2,H2|1
PAID_CASCADE|1|6|H4,H4,H4,H1,H1,A|1
PAID_CASCADE|1|6|H4,H4,H4,H1,H1,T|1
PAID_CASCADE|1|6|H4,H4,H4,H4,H4,Q|1
PAID_CASCADE|1|6|H4,H4,H5,H5,H5,H2|2
PAID_CASCADE|1|6|H4,H5,H5,H5,T,Q|1
PAID_CASCADE|1|6|H4,J,H5,H5,H3,H3|1
PAID_CASCADE|1|6|H4,K,A,H1,J,H3|1
PAID_CASCADE|1|6|H4,Q,J,J,T,H2|1
PAID_CASCADE|1|6|H4,T,H1,H2,H2,H2|1
PAID_CASCADE|1|6|H5,A,H1,H2,H2,H2|2
PAID_CASCADE|1|6|H5,H1,H4,A,A,A|1
PAID_CASCADE|1|6|H5,H3,H3,H1,H1,H1|1
PAID_CASCADE|1|6|H5,H3,Q,H1,H1,H1|1
PAID_CASCADE|1|6|H5,H4,H2,H1,H1,J|1
PAID_CASCADE|1|6|H5,H4,H4,H1,H1,H1|1
PAID_CASCADE|1|6|H5,H4,Q,H3,A,A|1
PAID_CASCADE|1|6|H5,H5,H5,H2,H2,T|1
PAID_CASCADE|1|6|H5,H5,H5,H4,K,J|1
PAID_CASCADE|1|6|H5,H5,H5,X2,T,Q|1
PAID_CASCADE|1|6|H5,H5,J,J,H4,H4|1
PAID_CASCADE|1|6|H5,H5,K,T,H3,A|1
PAID_CASCADE|1|6|H5,Q,H3,H1,H1,K|1
PAID_CASCADE|1|6|H5,T,K,H4,H1,A|1
PAID_CASCADE|1|6|H5,T,T,J,J,H4|1
PAID_CASCADE|1|6|J,A,H2,H2,H2,K|1
PAID_CASCADE|1|6|J,A,H4,Q,Q,Q|1
PAID_CASCADE|1|6|J,H2,H2,H2,T,K|1
PAID_CASCADE|1|6|J,H3,H3,H3,H5,H5|1
PAID_CASCADE|1|6|J,H5,H2,H2,A,T|1
PAID_CASCADE|1|6|J,J,A,H5,H3,T|1
PAID_CASCADE|1|6|J,J,H1,H4,H4,X3|1
PAID_CASCADE|1|6|J,J,H2,Q,X4,K|1
PAID_CASCADE|1|6|J,J,H5,H2,H3,H3|1
PAID_CASCADE|1|6|J,J,J,H3,H3,T|1
PAID_CASCADE|1|6|J,J,J,H4,H4,H4|1
PAID_CASCADE|1|6|J,J,X2,H4,H4,H4|1
PAID_CASCADE|1|6|J,T,K,H3,H2,H2|1
PAID_CASCADE|1|6|J,T,K,K,K,K|1
PAID_CASCADE|1|6|K,H1,T,T,T,H5|1
PAID_CASCADE|1|6|K,K,H3,T,T,H4|1
PAID_CASCADE|1|6|K,K,Q,Q,Q,A|1
PAID_CASCADE|1|6|Q,H2,H2,H2,H2,X2|1
PAID_CASCADE|1|6|Q,H2,H2,H2,K,H1|1
PAID_CASCADE|1|6|Q,H2,X2,H3,H3,H3|1
PAID_CASCADE|1|6|Q,H2,X3,K,K,A|1
PAID_CASCADE|1|6|Q,H3,X4,H1,H1,H1|1
PAID_CASCADE|1|6|Q,H5,J,H4,H4,H4|1
PAID_CASCADE|1|6|Q,Q,H4,H5,H5,H1|1
PAID_CASCADE|1|6|Q,Q,Q,J,J,H5|1
PAID_CASCADE|1|6|Q,T,H2,K,H4,H4|1
PAID_CASCADE|1|6|T,A,A,H2,J,Q|1
PAID_CASCADE|1|6|T,A,H1,H1,H3,H3|2
PAID_CASCADE|1|6|T,Q,H5,J,H3,H2|1
PAID_CASCADE|1|6|T,T,H4,H4,H3,H3|1
PAID_CASCADE|1|6|T,T,H5,H4,H1,H2|1
PAID_CASCADE|1|6|T,T,T,H3,Q,H1|1
PAID_CASCADE|1|6|X2,H1,H5,H5,H5,H2|1
PAID_CASCADE|1|6|X3,H4,H4,H1,H3,H3|1
PAID_CASCADE|1|6|X4,A,J,H2,K,H5|1
PAID_CASCADE|1|6|X4,H4,Q,Q,K,K|1
PAID_CASCADE|1|6|X4,Q,A,H2,H2,T|1
PAID_CASCADE|2|6|A,A,H1,H1,T,J|1
PAID_CASCADE|2|6|A,A,H1,H5,H5,Q|1
PAID_CASCADE|2|6|A,A,H3,H3,H5,K|1
PAID_CASCADE|2|6|A,A,Q,H5,K,K|1
PAID_CASCADE|2|6|A,A,Q,Q,Q,H2|1
PAID_CASCADE|2|6|A,H1,H1,H1,T,H2|2
PAID_CASCADE|2|6|A,H1,H1,H3,K,K|1
PAID_CASCADE|2|6|A,H1,J,Scat,H3,H5|1
PAID_CASCADE|2|6|A,H2,H2,K,K,H1|1
PAID_CASCADE|2|6|A,H3,H4,J,H5,H2|2
PAID_CASCADE|2|6|A,J,H3,H4,H2,Q|1
PAID_CASCADE|2|6|A,J,J,H5,Q,Q|1
PAID_CASCADE|2|6|A,Q,H2,H2,K,H1|1
PAID_CASCADE|2|6|A,Q,H3,H3,T,T|1
PAID_CASCADE|2|6|A,Q,Q,Q,H2,H2|1
PAID_CASCADE|2|6|A,T,H1,H1,X2,H4|1
PAID_CASCADE|2|6|A,X3,T,H1,K,K|1
PAID_CASCADE|2|6|H1,H1,A,H4,K,H2|1
PAID_CASCADE|2|6|H1,H1,H1,H1,H1,A|2
PAID_CASCADE|2|6|H1,H1,H1,H1,H1,H1|2
PAID_CASCADE|2|6|H1,H1,H1,H1,T,T|1
PAID_CASCADE|2|6|H1,H1,H3,H4,H4,H2|1
PAID_CASCADE|2|6|H1,H1,T,H3,H3,H2|2
PAID_CASCADE|2|6|H1,H4,H4,J,H3,H5|1
PAID_CASCADE|2|6|H1,H4,H4,J,Q,Q|1
PAID_CASCADE|2|6|H1,J,T,A,Q,H2|1
PAID_CASCADE|2|6|H1,K,Q,H5,A,H3|1
PAID_CASCADE|2|6|H1,Q,H2,H5,A,J|1
PAID_CASCADE|2|6|H1,Q,Q,Q,K,K|1
PAID_CASCADE|2|6|H1,T,H5,H5,A,H4|1
PAID_CASCADE|2|6|H1,X2,H2,A,Q,H3|1
PAID_CASCADE|2|6|H2,A,K,X2,H5,H3|1
PAID_CASCADE|2|6|H2,H1,J,J,H3,T|1
PAID_CASCADE|2|6|H2,H1,T,A,H3,Q|1
PAID_CASCADE|2|6|H2,H1,T,J,H4,K|1
PAID_CASCADE|2|6|H2,H2,H1,Q,K,A|1
PAID_CASCADE|2|6|H2,H2,H2,H2,Q,Q|1
PAID_CASCADE|2|6|H2,H2,H2,H3,H3,H1|1
PAID_CASCADE|2|6|H2,H2,H2,K,K,H1|1
PAID_CASCADE|2|6|H2,H2,H5,H4,H4,T|1
PAID_CASCADE|2|6|H2,H2,K,H5,H1,H1|2
PAID_CASCADE|2|6|H2,H3,T,J,J,K|1
PAID_CASCADE|2|6|H2,H4,A,K,H3,H1|1
PAID_CASCADE|2|6|H2,H4,H4,H3,H3,H3|1
PAID_CASCADE|2|6|H2,H5,H4,H4,A,A|1
PAID_CASCADE|2|6|H2,K,H4,H4,A,H5|1
PAID_CASCADE|2|6|H2,Q,Q,X4,T,H1|2
PAID_CASCADE|2|6|H2,T,A,Q,Q,Q|1
PAID_CASCADE|2|6|H2,X4,A,H3,H5,Q|1
PAID_CASCADE|2|6|H3,H1,A,H5,H2,H4|1
PAID_CASCADE|2|6|H3,H1,H2,H2,H2,T|1
PAID_CASCADE|2|6|H3,H1,T,H4,H4,K|1
PAID_CASCADE|2|6|H3,H2,H1,H5,J,J|1
PAID_CASCADE|2|6|H3,H2,H2,H2,H2,H2|1
PAID_CASCADE|2|6|H3,H3,H1,H1,H1,K|1
PAID_CASCADE|2|6|H3,H3,H3,A,H4,H4|1
PAID_CASCADE|2|6|H3,H4,H1,T,H5,Q|1
PAID_CASCADE|2|6|H3,J,A,H5,H2,H2|1
PAID_CASCADE|2|6|H3,J,X3,A,H4,H4|1
PAID_CASCADE|2|6|H3,Q,H5,H5,K,H1|1
PAID_CASCADE|2|6|H3,X2,H1,H1,H1,H1|1
PAID_CASCADE|2|6|H4,A,H1,X3,H3,H3|1
PAID_CASCADE|2|6|H4,H2,H2,A,A,H3|1
PAID_CASCADE|2|6|H4,H2,J,K,H1,T|1
PAID_CASCADE|2|6|H4,H4,H4,H3,H1,H1|1
PAID_CASCADE|2|6|H4,H4,H4,X3,H2,H1|1
PAID_CASCADE|2|6|H4,H4,K,H1,H2,H3|1
PAID_CASCADE|2|6|H4,H4,T,A,H2,H1|1
PAID_CASCADE|2|6|H4,H5,H5,H5,H2,H2|1
PAID_CASCADE|2|6|H4,J,H1,K,K,X2|1
PAID_CASCADE|2|6|H4,Q,H1,H1,A,J|1
PAID_CASCADE|2|6|H5,A,T,T,H4,H3|2
PAID_CASCADE|2|6|H5,A,X3,Q,Q,Q|1
PAID_CASCADE|2|6|H5,H2,H1,H1,H3,T|1
PAID_CASCADE|2|6|H5,H3,A,A,A,A|1
PAID_CASCADE|2|6|H5,H3,H1,J,K,Q|1
PAID_CASCADE|2|6|H5,H3,Q,H2,X4,T|1
PAID_CASCADE|2|6|H5,H5,H1,H4,H4,H4|1
PAID_CASCADE|2|6|H5,H5,H4,H2,H2,H2|1
PAID_CASCADE|2|6|H5,H5,H5,H1,H1,H1|1
PAID_CASCADE|2|6|H5,H5,H5,H5,H3,H3|1
PAID_CASCADE|2|6|H5,J,H1,H1,H1,H1|1
PAID_CASCADE|2|6|H5,J,J,J,H4,H4|1
PAID_CASCADE|2|6|H5,K,H4,Q,H2,H1|1
PAID_CASCADE|2|6|H5,K,K,K,H1,H1|1
PAID_CASCADE|2|6|H5,K,Q,Q,H1,H1|1
PAID_CASCADE|2|6|H5,X4,A,A,H1,H1|1
PAID_CASCADE|2|6|J,H3,H4,H1,K,K|1
PAID_CASCADE|2|6|J,H5,H1,H1,H2,K|1
PAID_CASCADE|2|6|J,J,H1,H1,H1,A|1
PAID_CASCADE|2|6|J,J,H1,H2,H2,H2|1
PAID_CASCADE|2|6|J,J,T,Q,Q,Q|1
PAID_CASCADE|2|6|J,J,T,T,H2,H2|1
PAID_CASCADE|2|6|J,K,H4,H4,H4,Q|1
PAID_CASCADE|2|6|J,T,H1,H1,Q,H2|1
PAID_CASCADE|2|6|J,T,H4,H4,H4,H4|1
PAID_CASCADE|2|6|K,A,H1,H4,X4,H3|1
PAID_CASCADE|2|6|K,A,H5,H4,H4,H3|1
PAID_CASCADE|2|6|K,H2,H1,H3,H4,J|1
PAID_CASCADE|2|6|K,H2,H2,H2,H3,X3|1
PAID_CASCADE|2|6|K,H3,H4,H2,X4,H5|1
PAID_CASCADE|2|6|K,H4,H1,H2,A,Q|1
PAID_CASCADE|2|6|K,J,Q,H2,H2,H5|1
PAID_CASCADE|2|6|K,K,H1,H1,H2,X3|1
PAID_CASCADE|2|6|K,K,H4,H1,H1,H1|1
PAID_CASCADE|2|6|K,K,T,T,T,T|1
PAID_CASCADE|2|6|K,Q,Q,Q,H3,H2|1
PAID_CASCADE|2|6|K,Q,Q,X3,H5,H5|1
PAID_CASCADE|2|6|K,T,A,X2,H5,X4|1
PAID_CASCADE|2|6|Q,A,J,J,J,H4|1
PAID_CASCADE|2|6|Q,H1,A,A,K,K|1
PAID_CASCADE|2|6|Q,H1,A,H3,H3,H3|1
PAID_CASCADE|2|6|Q,H1,H3,K,H5,H4|1
PAID_CASCADE|2|6|Q,H2,J,J,J,J|1
PAID_CASCADE|2|6|Q,H2,T,T,T,T|1
PAID_CASCADE|2|6|Q,H2,X4,H1,H1,H5|1
PAID_CASCADE|2|6|Q,J,J,A,H4,H4|1
PAID_CASCADE|2|6|Q,J,X2,T,T,T|1
PAID_CASCADE|2|6|Q,Q,X4,H5,K,H3|1
PAID_CASCADE|2|6|Q,T,Scat,H1,H1,H1|1
PAID_CASCADE|2|6|Scat,K,T,H1,H1,H4|1
PAID_CASCADE|2|6|T,A,A,A,H1,H1|1
PAID_CASCADE|2|6|T,A,H1,H1,K,J|1
PAID_CASCADE|2|6|T,H1,H1,A,H3,H3|1
PAID_CASCADE|2|6|T,H1,H2,H2,H2,K|1
PAID_CASCADE|2|6|T,H1,H4,H3,H2,X3|2
PAID_CASCADE|2|6|T,H2,H5,H5,A,Q|1
PAID_CASCADE|2|6|T,H2,K,K,H1,A|1
PAID_CASCADE|2|6|T,H4,H3,H3,H2,H2|1
PAID_CASCADE|2|6|T,H5,H5,H5,H3,J|1
PAID_CASCADE|2|6|T,K,K,H5,Q,H4|1
PAID_CASCADE|2|6|T,Q,Q,H5,K,H3|1
PAID_CASCADE|2|6|T,T,H1,H1,H1,H1|1
PAID_CASCADE|2|6|T,T,T,H1,H4,H4|1
PAID_CASCADE|2|6|T,T,T,H2,J,J|1
PAID_CASCADE|2|6|T,T,T,T,H4,H4|1
PAID_CASCADE|2|6|X4,H2,H2,H2,Q,Scat|1
PAID_CASCADE|2|6|X4,H3,H3,H1,H1,H5|1
PAID_CASCADE|2|6|X4,J,K,K,H1,H1|1
PAID_CASCADE|3|6|A,A,H1,H1,H1,H2|1
PAID_CASCADE|3|6|A,A,H5,T,H3,H3|1
PAID_CASCADE|3|6|A,A,J,J,H2,T|1
PAID_CASCADE|3|6|A,A,J,J,Q,Q|1
PAID_CASCADE|3|6|A,A,K,K,T,T|1
PAID_CASCADE|3|6|A,A,Q,H2,H2,H1|1
PAID_CASCADE|3|6|A,H1,H1,H1,H1,H2|1
PAID_CASCADE|3|6|A,H4,H4,H5,H3,J|1
PAID_CASCADE|3|6|A,H5,H1,H1,H1,H2|1
PAID_CASCADE|3|6|A,X3,K,H4,H1,H5|2
PAID_CASCADE|3|6|H1,H1,A,A,A,J|1
PAID_CASCADE|3|6|H1,H1,A,K,H3,J|1
PAID_CASCADE|3|6|H1,H1,H1,H1,H1,H1|1
PAID_CASCADE|3|6|H1,H1,H1,H1,H1,H5|2
PAID_CASCADE|3|6|H1,H1,H1,H1,H1,J|1
PAID_CASCADE|3|6|H1,H1,H1,H1,H2,H2|1
PAID_CASCADE|3|6|H1,H1,H1,H1,J,Q|1
PAID_CASCADE|3|6|H1,H1,H1,J,A,A|1
PAID_CASCADE|3|6|H1,H1,H2,A,A,A|1
PAID_CASCADE|3|6|H1,H1,H2,J,T,T|1
PAID_CASCADE|3|6|H1,H1,H4,X4,K,K|1
PAID_CASCADE|3|6|H1,H1,J,J,T,H3|1
PAID_CASCADE|3|6|H1,H1,T,Q,Q,H5|1
PAID_CASCADE|3|6|H1,H3,H3,H3,H3,K|1
PAID_CASCADE|3|6|H1,H3,H3,X4,H5,H5|1
PAID_CASCADE|3|6|H1,J,J,J,J,J|1
PAID_CASCADE|3|6|H1,K,T,T,Q,H5|1
PAID_CASCADE|3|6|H1,T,T,T,H4,H4|1
PAID_CASCADE|3|6|H1,T,T,T,J,Q|2
PAID_CASCADE|3|6|H2,A,A,A,A,Q|1
PAID_CASCADE|3|6|H2,A,H4,H3,H5,H5|1
PAID_CASCADE|3|6|H2,H1,H1,H4,T,K|1
PAID_CASCADE|3|6|H2,H2,H1,H5,H5,H5|1
PAID_CASCADE|3|6|H2,H2,H1,H5,K,K|1
PAID_CASCADE|3|6|H2,H2,H2,A,A,Q|1
PAID_CASCADE|3|6|H2,H2,H2,H4,H4,H4|1
PAID_CASCADE|3|6|H2,H2,H2,H5,H1,J|1
PAID_CASCADE|3|6|H2,H2,H2,T,H3,H1|1
PAID_CASCADE|3|6|H2,H2,H3,H3,H3,K|1
PAID_CASCADE|3|6|H2,H2,H3,Q,Q,Q|1
PAID_CASCADE|3|6|H2,H2,H5,H1,H1,H3|1
PAID_CASCADE|3|6|H2,H2,K,Q,X4,H1|1
PAID_CASCADE|3|6|H2,H2,X2,H5,H5,T|1
PAID_CASCADE|3|6|H2,H2,X3,T,H3,H3|1
PAID_CASCADE|3|6|H2,H3,H1,H4,A,A|1
PAID_CASCADE|3|6|H2,H3,H3,H3,T,T|1
PAID_CASCADE|3|6|H2,H5,A,J,J,H4|1
PAID_CASCADE|3|6|H2,H5,H5,H1,H3,Q|1
PAID_CASCADE|3|6|H2,H5,K,H1,H1,H1|1
PAID_CASCADE|3|6|H2,H5,Q,H1,T,T|1
PAID_CASCADE|3|6|H2,K,H1,H1,J,A|1
PAID_CASCADE|3|6|H2,K,K,K,T,H1|1
