# kind|rpx|s01|s02  complete joint states; holdout excluded
L|1|S2,S2,S2,S6,S5,S1,S1,S1,S1|
L|1|S1,S1,S1,S1,S6,S4,S2,S2,S3|
L|1|S4,S5,S5,S2,S2,S3,S4,S3,S3|
W|1|WILD,WILD,WILD,S1,WILD,S6,WILD,WILD,WILD|
L|1|S3,S3,S3,S5,S5,S2,S6,S2,S3|
L|1|S5,S4,S1,S1,S2,S2,S4,S4,S1|
L|1|S1,S1,S2,S4,S4,S2,S6,S3,S1|
L|1|S3,S5,S5,S4,S4,S4,S2,S5,S5|
L|1|S2,S2,S2,S1,S1,S3,S6,S6,S6|
L|1|S5,S5,S5,S4,S4,S4,S1,S1,S1|
L|1|S3,S3,S2,S6,S6,S5,S6,S6,S2|
L|1|S1,S1,S1,S6,S6,S3,S6,S2,S2|
R|1|S4,S4,S4,WILD,WILD,WILD,S1,S1,S1|S4,S4,S4,WILD,WILD,WILD,S6,S6,S2
W|1|WILD,WILD,WILD,S2,WILD,S1,WILD,WILD,WILD|
L|1|S6,S1,S1,S2,S2,S5,S5,S5,S6|
L|1|S4,S4,S4,S2,S2,S2,S2,S3,S4|
L|1|S2,S6,S5,S3,S3,S3,S1,S1,S1|
L|1|WILD,WILD,WILD,S5,S5,S1,S1,S4,S2|
L|1|S1,S3,S3,S4,S5,S5,S2,S2,S4|
L|1|S1,S1,S4,S2,S4,S4,S1,S1,S1|
L|1|S1,S6,S6,S2,S2,S3,S2,S2,S2|
L|1|S2,S2,S6,S1,S1,S1,S3,S6,S4|
L|1|S6,S6,S6,S1,S1,S5,S4,S4,S4|
M|2|WILD,WILD,WILD,WILD,WILD,WILD,WILD,S6,S6|
L|1|S5,S5,S5,S5,S6,S6,S4,S4,S4|
L|1|S4,S4,S6,S3,S3,S3,S5,S5,S5|
L|1|S4,S5,S5,S6,S2,S2,S2,S2,S2|
L|1|WILD,S5,S5,S1,S1,S4,S3,S3,S3|
W|1|WILD,WILD,WILD,WILD,WILD,S6,WILD,WILD,S1|
L|1|S5,S5,S2,S6,S5,S5,S2,S1,S1|
L|1|S6,S6,S6,S4,S5,S5,S4,S6,S5|
L|1|S4,S5,S5,S1,S2,S2,S4,S3,S3|
L|1|S6,S6,S6,S1,S3,S2,S5,S5,S5|
L|1|S6,S6,S6,S3,S4,S4,S4,S4,S4|
L|1|S6,S6,S6,S4,S4,S3,S3,S3,S1|
L|1|S4,S1,S6,S3,S4,S4,S5,S5,S5|
L|1|S5,S2,S2,S6,S3,S1,S2,S3,S3|
L|1|S1,S1,S1,S4,S5,S5,S6,S2,S2|
L|1|S3,S6,S6,S1,S1,S6,S4,S4,S4|
W|1|WILD,WILD,WILD,S1,WILD,S5,WILD,WILD,WILD|
R|1|S1,S1,S1,S1,S1,S1,S2,S2,S2|S1,S1,S1,S1,S1,S1,S5,S5,S5
L|1|S2,S2,S2,S2,S5,S5,S1,WILD,S6|
L|1|S5,S5,S5,S3,S3,S3,S1,S1,S1|
L|1|S6,S6,S6,S2,S1,S1,S5,S3,S1|
L|1|S6,S6,S6,S4,S5,S2,S2,S2,S2|
L|1|S6,S6,S6,S5,S3,S3,S1,S1,S6|
L|1|S1,S5,S3,S6,S1,S1,S6,S6,S6|
L|1|S2,S5,S5,S6,S6,S6,S3,S1,S6|
L|1|S3,S4,S2,S5,S5,S5,S3,S5,S5|
W|1|WILD,WILD,S1,WILD,WILD,S2,WILD,WILD,WILD|
L|1|S6,S4,S4,S3,S3,S3,S1,S5,S5|
L|1|S4,S2,S2,S6,S5,S1,S6,S6,S6|
L|1|S6,S6,S6,S4,S3,S3,S2,S2,S3|
L|1|S4,S4,S5,S1,S1,S2,S6,S6,S6|
L|1|S1,S5,S5,S2,S5,S5,S4,S1,S1|
L|1|S6,S6,S4,S1,S2,S6,S6,S5,S5|
L|1|S5,S6,S1,S4,S3,S2,S4,S6,S6|
R|1|S2,S2,S2,S2,S2,S2,S3,S3,S4|S2,S2,S2,S2,S2,S2,S6,S4,S4
L|1|S4,S4,S3,S3,S1,S5,S2,S6,S3|
W|1|WILD,WILD,WILD,S6,WILD,WILD,S1,WILD,WILD|
L|1|S4,S2,S2,S4,S4,S4,S6,S2,S2|
L|1|S4,S1,S6,S4,S2,S3,S3,S3,S5|
L|1|S3,S1,S1,S5,S5,S5,S3,S6,S6|
L|1|S1,S1,S4,S6,S6,S6,S1,S1,S6|
L|1|S4,S2,S2,S6,S2,S2,S1,S1,S1|
L|1|S6,S6,S6,S5,S5,WILD,S4,S5,S5|
L|1|S1,S1,S1,S4,S4,S4,S5,S5,S3|
L|1|S4,S6,S2,S1,S1,S1,S5,S5,S5|
L|1|S2,S6,S6,S1,S1,S1,S3,S3,S4|
W|1|WILD,WILD,S3,WILD,WILD,S2,WILD,WILD,WILD|
L|1|S6,S4,S4,S2,S4,S4,S3,S3,S2|
L|1|S5,S5,S5,S6,S3,S3,S2,S2,S2|
L|1|S5,S3,S3,S3,S3,S3,S1,S1,S4|
L|1|S2,S2,S3,S5,S5,S2,S5,S5,S5|
L|1|S5,S4,S4,S5,S5,S5,S4,S4,S4|
L|1|S2,S4,S5,S6,S6,S6,S2,S4,S4|
L|1|S6,S6,S6,WILD,WILD,S3,S5,S5,S5|
L|1|S6,S6,S6,S3,S3,S3,S5,S5,S3|
L|1|S6,S5,S3,S3,S3,S2,S4,S4,S4|
W|1|WILD,WILD,WILD,S1,WILD,S2,WILD,WILD,WILD|
L|1|S3,S3,S3,S2,S3,S3,S5,S4,S4|
L|1|S5,S6,S3,S6,S6,S6,S4,S3,S3|
L|1|S2,S2,S2,S6,S6,S5,S3,S6,S6|
L|1|S6,S6,S6,S5,S5,S2,S4,S4,S4|
L|1|S5,S2,S4,S6,S2,S3,S3,S5,S5|
L|1|S6,S6,S3,S3,S6,S6,S1,S1,S1|
L|1|S1,S1,S1,S3,S3,S6,S1,S1,S3|
L|1|S6,S6,S6,S1,S1,S2,S5,S6,S3|
L|1|S2,S2,S3,S5,S5,S5,S3,S3,S3|
W|1|WILD,WILD,WILD,S5,WILD,S4,WILD,WILD,WILD|
L|1|S3,S3,S3,S2,S5,S4,S5,S5,S5|
L|1|S5,S5,S5,S1,S1,S2,S2,S5,S5|
L|1|S2,S2,S1,S6,S6,S1,S1,S4,S4|
L|1|S5,S5,S2,S2,S2,S5,S1,S1,S3|
W|1|WILD,WILD,S2,WILD,WILD,S5,WILD,WILD,WILD|
L|1|S5,S2,S2,S4,S5,S5,S2,S3,S3|
L|1|S6,S4,S4,S6,S2,S2,S1,S1,S1|
L|1|S5,S2,S3,S1,S1,S4,S2,S2,S2|
L|1|S1,S2,S2,S1,S1,S4,S6,S6,S4|
W|1|WILD,WILD,WILD,S3,WILD,S6,WILD,WILD,WILD|
L|1|S3,S3,S3,S6,S4,S4,S1,S1,S1|
L|1|S4,S4,S4,S6,S6,S2,S1,S1,S4|
L|1|S6,S6,S4,S6,S4,S4,S5,S5,S5|
W|1|WILD,WILD,WILD,S1,WILD,S5,WILD,WILD,WILD|
L|1|S2,S2,S5,S1,S5,S5,S3,S3,S2|
L|1|S5,S6,S2,S1,S4,S3,S1,S1,S2|
L|1|S6,S6,S3,S1,S1,S1,S6,S6,S3|
W|1|WILD,WILD,WILD,S3,WILD,S6,WILD,WILD,WILD|
L|1|S5,S2,S2,S4,S4,S2,S4,S2,S6|
W|1|WILD,WILD,WILD,S3,WILD,S4,WILD,WILD,WILD|
L|1|S2,S2,S2,S4,S4,S5,S6,S1,S3|
L|1|S2,S2,S2,S1,S1,S4,S6,S3,S3|
L|1|S4,S4,S4,S6,S6,S6,S5,S5,S5|
R|1|S4,S4,S4,S3,S2,S2,S4,S4,S4|S4,S4,S4,S5,S2,S6,S4,S4,S4
L|1|S2,S2,S2,S6,S6,S6,S5,S5,S4|
L|1|S4,S4,S4,S5,S3,S3,S6,S6,S3|
L|1|S4,S4,S4,S2,S2,S1,S3,S3,S3|
L|1|S6,S6,S6,S5,S5,S5,S2,S2,S5|
L|1|S1,S4,S6,S3,S3,S4,S5,S5,S3|
M|4|WILD,WILD,WILD,WILD,WILD,WILD,WILD,WILD,S6|
L|1|S3,S6,S2,S2,S2,S2,S6,S3,S3|
L|1|S3,S6,S6,S6,S4,S2,S1,S1,S1|
L|1|S6,S1,S1,S1,S1,S3,S6,S6,S2|
L|1|S6,S5,S5,S4,S2,S5,S2,S6,S4|
L|1|S4,S2,S2,S2,S5,S5,S3,S3,S4|
L|1|S3,S3,S5,S2,S2,S2,S6,S6,S2|
L|1|S4,S5,S6,S5,S5,S5,S6,S4,S4|
L|1|S3,S3,S3,S4,S4,S6,S4,S5,S6|
L|1|S2,S6,S6,S6,S5,S5,S4,S5,S5|
W|1|WILD,WILD,WILD,S3,WILD,S6,WILD,WILD,WILD|
L|1|S2,S1,S1,S2,S5,S1,S6,S6,S6|
L|1|S1,S4,S6,S4,S4,S1,S1,S1,S1|
L|1|S6,S6,S2,S5,S5,S5,S3,S6,S4|
L|1|S5,S5,S3,S1,S1,S1,S6,S6,S6|
L|1|S1,S1,S4,S5,S5,WILD,S2,S2,S2|
L|1|S3,S3,S1,S2,S2,S1,S1,S1,S2|
L|1|S2,S2,S2,S5,S5,S1,S3,WILD,S6|
W|1|WILD,WILD,WILD,S1,WILD,S3,WILD,WILD,WILD|
L|1|S6,S6,S6,S1,S1,S1,S3,S3,S3|
M|10|S4,S4,WILD,S4,WILD,WILD,WILD,WILD,WILD|
L|1|S2,S2,S2,S6,S5,S5,S5,S2,S3|
L|1|S1,S6,S6,S1,S1,S1,S4,S4,S4|
L|1|S4,S1,S1,S1,S1,S3,S5,S5,S5|
L|1|S6,S2,S2,S5,S3,S3,S4,S5,S5|
L|1|S6,S6,S6,S5,S1,S4,S2,S6,S6|
L|1|S4,S4,S1,S2,S2,S2,S5,S1,S6|
L|1|S3,S4,S4,S1,S3,S3,S4,S4,S6|
L|1|S5,S3,S4,S4,S4,S2,S1,S1,S2|
L|1|S1,S1,S1,S2,S6,S6,S3,S1,S1|
W|1|WILD,WILD,WILD,S3,WILD,S6,WILD,WILD,WILD|
L|1|S3,S3,S1,S5,S5,S6,S4,S4,S4|
L|1|S1,S1,S1,S4,WILD,WILD,S2,S3,S6|
L|1|S2,S6,S6,S3,S3,S3,S2,S2,S2|
L|1|S3,S6,S4,S1,S1,S1,S3,S1,S4|
L|1|S3,S3,S4,S5,S4,S4,S6,S6,S6|
L|1|WILD,S2,S4,S5,S5,S6,S2,S2,S6|
L|1|S4,S3,S3,S4,S4,S1,S1,S2,S2|
L|1|S4,S4,S4,S2,S5,S1,S4,S4,S6|
L|1|S3,S3,S3,S6,S6,S6,S4,S2,S3|
M|5|S6,S6,WILD,WILD,WILD,WILD,WILD,WILD,WILD|
L|1|S1,S1,S1,S2,S2,S2,S4,S2,S5|
W|1|WILD,WILD,WILD,S3,WILD,S4,WILD,WILD,WILD|
L|1|S3,S3,S4,S6,S6,S5,S1,S1,S5|
W|1|WILD,WILD,WILD,S1,WILD,S5,WILD,WILD,WILD|
L|1|S6,S6,S6,S5,S3,S2,S3,S3,S1|
L|1|S3,S3,S5,S5,S5,S5,S4,S2,S2|
L|1|S1,S5,S5,S6,S6,S5,S6,S6,S6|
W|1|WILD,WILD,WILD,S6,WILD,S2,WILD,WILD,WILD|
L|1|S5,S4,S4,S3,S1,S1,S3,S3,S3|
W|1|WILD,WILD,WILD,S1,WILD,S3,WILD,WILD,WILD|
L|1|S4,S4,S4,S1,S1,S1,S4,S2,S1|
L|1|S4,S3,S3,S1,S1,S3,S1,S4,S4|
L|1|S5,S2,S1,S3,S4,S4,S2,S4,S4|
L|1|S4,S3,S3,S1,S1,S6,S4,S1,S1|
W|1|WILD,WILD,WILD,S3,WILD,S4,WILD,WILD,WILD|
R|1|S3,S4,S4,WILD,WILD,WILD,S2,S2,S2|S5,S5,S4,WILD,WILD,WILD,S2,S2,S2
L|1|S1,S2,S2,S3,S3,S3,S2,S4,S4|
L|1|S1,S1,S4,S5,S6,S2,S1,S1,S1|
L|1|S1,S5,S3,S2,S2,S2,S1,S1,S1|
W|1|WILD,WILD,WILD,S6,WILD,WILD,S3,WILD,WILD|
L|1|S3,S1,S1,S5,S3,S3,S2,S5,S6|
L|1|S5,S5,S6,S5,S5,S5,S4,S4,S3|
L|1|S6,S2,S3,S1,WILD,S5,S5,S5,S5|
L|1|S3,S1,S6,S4,S4,S3,S3,S3,S2|
L|1|WILD,WILD,WILD,S5,S5,S6,S2,S4,S4|
L|1|S4,S4,S1,S4,S4,S4,S2,S3,S5|
L|1|S5,S6,S6,S5,S5,S5,S3,S2,S1|
L|1|S3,S3,S3,S5,S6,S6,S5,S2,S2|
L|1|S4,S4,S4,S1,S4,S4,S2,S2,S3|
W|1|WILD,WILD,S1,WILD,WILD,S2,WILD,WILD,WILD|
L|1|S6,S6,S6,S3,S2,S5,S1,S1,S1|
L|1|S4,S4,S5,S1,S3,S3,S2,S4,S5|
L|1|S3,S3,S4,S2,S2,S5,S2,S2,S2|
L|1|S6,S6,S2,S5,S5,S6,S3,S4,S2|
L|1|S3,S3,S3,S5,S5,S5,S1,S5,S5|
L|1|S3,S2,S4,S2,S2,S2,S1,S6,S2|
L|1|S4,S4,S4,S5,S5,S5,S1,S1,S1|
L|1|S4,S3,S3,S4,S4,S3,S5,S5,S5|
R|1|S6,S1,S4,S5,S5,S5,S5,S5,S5|S3,S3,S3,S5,S5,S5,S5,S5,S5
W|1|WILD,WILD,WILD,S2,WILD,S1,WILD,WILD,WILD|
L|1|S6,S3,S2,S3,S1,S1,S5,S1,S4|
L|1|S1,S1,S1,S4,S3,S3,S4,S5,S1|
L|1|S3,S3,S3,S6,S4,S4,S2,S2,S2|
L|1|S6,S6,S6,S4,S4,S4,S5,S3,S3|
L|1|S3,S3,S3,S2,S2,S2,S5,S5,S6|
L|1|S1,S1,S6,S6,S6,S4,S3,S6,S6|
L|1|S4,S4,WILD,S5,S5,S5,S4,S3,S3|
L|1|S3,S6,S6,S5,S2,S2,S2,S6,S6|
L|1|S5,S6,S3,S6,S2,S2,S6,S6,S3|
W|1|WILD,WILD,S2,WILD,WILD,S5,WILD,WILD,WILD|
L|1|S2,S2,WILD,S1,S1,S1,S4,S4,S4|
L|1|S6,S6,S6,S1,S2,S6,S1,S1,S1|
L|1|S3,S3,S3,S6,S6,S6,S3,S3,WILD|
L|1|S4,S5,S1,S6,S6,S6,S2,S6,S6|
W|1|WILD,WILD,WILD,S4,WILD,WILD,S2,WILD,WILD|
L|1|S5,S5,S5,S1,WILD,WILD,S1,S1,S1|
L|1|S1,S3,S4,S4,S2,S2,S6,S6,S3|
L|1|S3,S1,S1,S5,S1,S4,S2,S2,S2|
L|1|S2,S2,S2,S2,S6,S5,S4,S2,S1|
W|1|WILD,WILD,WILD,S6,WILD,S2,WILD,WILD,WILD|
L|1|S6,S2,S2,S1,S1,S1,S5,S1,S1|
L|1|S3,S6,S6,S6,S1,S4,S3,S1,S1|
L|1|S6,S6,S6,S2,S4,S6,S1,S1,S2|
L|1|S6,S3,S3,S1,S1,S1,S3,S6,S6|
L|1|S2,S2,S2,S6,S4,S4,S4,S6,S6|
L|1|S3,S3,S3,S2,S6,S6,S6,S3,S3|
L|1|S3,S2,S2,S6,S6,S6,S6,S2,S2|
L|1|S5,S1,S1,S4,S2,S6,S1,S6,S6|
L|1|S5,WILD,S2,S3,S3,S5,S1,S2,S4|
W|1|WILD,WILD,WILD,S3,WILD,S6,WILD,WILD,WILD|
L|1|S5,S5,S2,S1,S1,S5,S4,S5,S5|
L|1|S5,S5,S5,S6,S6,S1,S5,S5,S3|
L|1|S2,S2,S2,S4,S5,S5,S5,S5,S5|
L|1|S1,S1,S1,S3,S3,S3,S6,S6,S5|
L|1|S4,S4,S4,S5,S5,S5,S2,S2,S2|
L|1|S1,S1,S1,S2,S1,S1,S5,S5,S5|
L|1|S5,S5,S4,S2,S2,S2,S4,S6,S6|
L|1|S5,S5,S1,S6,S6,S6,S5,S5,S4|
R|1|WILD,WILD,WILD,S3,S3,S3,S1,S4,S2|WILD,WILD,WILD,S3,S3,S3,S4,S4,S6
W|1|WILD,WILD,WILD,S1,WILD,S2,WILD,WILD,WILD|
L|1|S1,S1,S1,S2,S3,S5,S1,S4,S6|
L|1|S3,S6,S6,S4,S2,S2,S2,S2,S2|
L|1|S5,S5,S4,S3,S1,S1,S4,S6,S3|
L|1|S4,S4,S4,S4,S2,S2,S1,S6,S6|
L|1|S3,S3,S3,S2,S2,S1,S5,S5,S4|
L|1|S1,S1,S1,S1,S2,S2,S5,S5,S5|
L|1|S4,S4,S4,S2,S2,S6,S6,S1,S3|
L|1|S3,S5,S6,S5,S3,S3,S2,S2,S2|
L|1|S2,S6,S6,S5,S5,S5,S6,S6,S6|
W|1|S1,WILD,WILD,S4,WILD,WILD,WILD,WILD,WILD|
L|1|S4,S1,S1,S5,S2,S2,S6,S4,S4|
L|1|S2,S2,S2,S1,S1,S2,S6,S6,S6|
L|1|S5,S5,S5,S6,S6,S6,S4,S4,S4|
L|1|S2,S2,S1,S4,S4,S3,S6,S4,S4|
L|1|S2,S2,S4,S3,S3,S3,S6,S1,S3|
L|1|S6,S3,S1,S3,S3,S3,S2,S5,S3|
L|1|S2,S2,S1,S2,S3,S3,S6,S6,S6|
M|3|WILD,WILD,WILD,WILD,WILD,WILD,WILD,S6,S6|
R|1|S4,S4,S4,S4,S4,S4,S5,S6,S6|S4,S4,S4,S4,S4,S4,S3,S6,S6
W|1|WILD,WILD,S2,WILD,WILD,S5,WILD,WILD,WILD|
L|1|S5,S5,S5,S4,S3,S3,S3,S3,S6|
L|1|S4,S6,S6,S3,S3,S5,S1,S4,S4|
L|1|S3,S3,S3,S1,S5,S5,S5,S5,S3|
W|1|WILD,WILD,WILD,S3,WILD,S1,WILD,WILD,WILD|
L|1|S1,S1,S1,S2,S2,WILD,S5,S2,S2|
L|1|S4,S4,S1,S2,S2,S1,S5,S5,S5|
L|1|S2,S3,S3,S4,S4,S1,S3,WILD,S6|
L|1|S6,S6,S6,S1,S3,S3,S3,S3,S3|
L|1|S2,S4,S3,S2,S2,S2,S3,S3,S3|
M|10|S5,S5,WILD,WILD,WILD,WILD,WILD,WILD,WILD|
L|1|S1,S3,S4,S2,S1,S4,S4,S6,S6|
L|1|S2,S2,S2,S5,S5,S2,S4,S4,S3|
L|1|S3,S1,S1,S2,S6,S5,S4,S1,S1|
L|1|S6,S6,S1,S3,S5,S4,S5,S5,S3|
L|1|S4,S5,S6,S2,S6,S1,S2,S3,S1|
L|1|S6,S6,S6,S3,S3,S3,S4,S3,S3|
L|1|S6,S6,S1,S4,S4,S3,S5,S6,S6|
L|1|S2,S2,S2,S4,S3,S3,S4,S4,S4|
L|1|S3,S3,S6,S2,S5,S6,S1,S1,S5|
W|1|WILD,WILD,WILD,WILD,WILD,S1,WILD,WILD,S2|
L|1|S2,S2,S2,S1,S4,S6,S1,S1,S1|
L|1|S1,S2,S5,S5,S1,S4,S2,S4,S4|
L|1|S5,S5,S5,S6,S6,S2,S4,S4,S2|
R|1|S1,S1,S1,S1,S1,S1,S2,S3,S4|S1,S1,S1,S1,S1,S1,S6,S6,S6
L|1|S6,S6,S6,S4,S4,S5,S6,S5,S1|
L|1|S4,S6,S6,S5,S3,S3,S1,S1,WILD|
L|1|S2,S5,S3,S1,S1,S1,S4,S4,S4|
L|1|S5,S5,S5,S5,S5,S2,S6,S2,S2|
L|1|S6,S5,S5,S2,S2,S2,S5,S6,S6|
W|1|WILD,WILD,WILD,S3,WILD,S4,WILD,WILD,WILD|
L|1|S6,S1,S1,S1,S1,S6,S5,S5,S5|
L|1|S6,S5,S5,S5,S5,S5,S1,S1,S1|
L|1|S4,S4,S4,S3,S2,S2,S1,S1,S1|
L|1|S2,S2,S2,S1,S1,WILD,S1,S1,S1|
L|1|S4,S4,S3,S6,S3,S1,S5,S5,S5|
L|1|S2,S6,S4,S5,S5,S5,S1,S1,S6|
L|1|WILD,WILD,S4,S3,S3,WILD,S5,S6,S6|
L|1|S1,S4,S6,S4,S4,S3,S1,S3,S2|
L|1|S5,S3,S1,S5,S5,S6,S4,S2,S2|
W|1|WILD,WILD,WILD,S3,WILD,S4,WILD,WILD,WILD|
L|1|S6,S6,S6,S1,S2,S4,S1,S1,S1|
M|10|WILD,WILD,WILD,WILD,WILD,WILD,WILD,WILD,S6|
L|1|S2,S2,S2,S5,S5,S3,S6,S6,S3|
L|1|S1,S1,S1,S3,S1,S1,S4,S4,S2|
L|1|S1,S1,S5,S2,S5,S5,S1,S1,S1|
R|1|S4,S4,S4,S2,S6,S1,S4,S4,S4|S4,S4,S4,S5,S5,S6,S4,S4,S4
L|1|S5,S6,S6,S1,S3,S3,S1,S1,S1|
L|1|S5,S5,S4,S2,S4,S3,S2,S2,S5|
L|1|S4,S4,S6,S1,S1,S1,S4,S4,S2|
W|1|WILD,WILD,WILD,S4,WILD,WILD,S2,WILD,WILD|
L|1|S5,S5,S5,S6,S6,S2,S1,S2,S2|
L|1|S4,S4,WILD,S2,S2,S2,S5,S3,S4|
L|1|S5,S5,S5,S3,S3,S6,S2,S6,S6|
L|1|S5,S4,S4,S4,S4,S4,S6,S5,S5|
L|1|S6,S6,S4,S3,S3,S2,S5,S3,S2|
L|1|S3,S1,S1,S3,S3,S3,S1,S1,S1|
L|1|S1,S3,S3,S5,S5,S5,S4,S4,S4|
L|1|S3,S3,S3,S6,S6,S6,S5,S1,S2|
R|1|S5,S5,S5,S6,S4,S4,S5,S5,S5|S5,S5,S5,S4,S2,S2,S5,S5,S5
W|1|S3,WILD,WILD,S1,WILD,WILD,WILD,WILD,WILD|
L|1|S6,S6,S3,S6,S2,WILD,S2,S2,S2|
L|1|S6,S6,S6,S4,S4,S4,S6,S2,S4|
L|1|S2,S2,S2,S3,S1,S5,S4,S4,S5|
W|1|S3,WILD,WILD,S1,WILD,WILD,WILD,WILD,WILD|
L|1|S1,S1,S1,S3,S6,S6,S2,S2,S2|
L|1|S1,S1,S1,S4,S2,S2,S5,S5,S1|
L|1|S2,S2,S2,S3,S4,S4,S1,S1,S3|
L|1|S1,S3,S4,S3,S3,S3,S1,S6,S6|
L|1|S2,S2,S2,S3,S1,S1,S4,S4,S4|
W|1|WILD,WILD,WILD,S3,WILD,S6,WILD,WILD,WILD|
R|1|S3,S2,S2,WILD,WILD,WILD,S1,S1,S1|S3,S3,S3,WILD,WILD,WILD,S1,S1,S1
L|1|S6,S5,S1,S6,S2,S2,S3,S4,S4|
L|1|S4,S4,S4,S5,S4,S4,S2,S2,S3|
L|1|S4,S3,S3,S4,S6,S1,S6,S6,S3|
L|1|S5,S5,S5,S3,S1,S1,S2,S2,S3|
L|1|S1,S4,S4,S2,S4,S5,S5,S3,S3|
L|1|S3,S3,S3,S1,S1,S5,S3,S6,S2|
L|1|S4,S4,S4,S5,S5,S5,S6,S6,S6|
L|1|S5,S5,S2,S1,S2,S5,S6,S5,S4|
W|1|WILD,WILD,S2,WILD,WILD,S1,WILD,WILD,WILD|
L|1|S6,S5,S3,S6,S6,S6,S1,S1,S4|
W|1|WILD,WILD,WILD,S6,WILD,S2,WILD,WILD,WILD|
L|1|S6,S2,S4,S4,WILD,WILD,S5,S6,S1|
L|1|S6,S6,S5,S3,S3,S3,S3,S3,S4|
L|1|S5,S5,S5,S5,S3,S3,S2,S4,S6|
L|1|S5,S5,S5,S2,S2,S2,S2,S5,S5|
L|1|S4,S4,S5,S5,S5,S1,S3,S5,S5|
L|1|S4,S6,S5,S4,S3,S1,S6,S2,S3|
L|1|S4,S2,WILD,S2,S2,S2,S6,S1,S1|
W|1|WILD,WILD,WILD,S1,WILD,S6,WILD,WILD,WILD|
L|1|S5,S1,S1,S1,S2,S4,S1,S1,S6|
L|1|S1,S1,S4,S3,S6,S1,S1,S5,S5|
L|1|S3,S5,S5,S2,S2,S2,S6,WILD,WILD|
L|1|S5,S5,S5,S5,S1,S1,S6,S6,S1|
L|1|S3,S3,S5,S1,S1,S1,S2,S4,S6|
L|1|S4,S4,S2,S1,S1,S6,S4,S4,S4|
L|1|S4,S4,S4,S3,S2,S5,S4,S3,S1|
W|1|WILD,WILD,S2,WILD,WILD,S5,WILD,WILD,WILD|
L|1|S1,S1,S5,S3,S3,S5,S1,S1,S1|
W|1|WILD,WILD,WILD,S3,WILD,S1,WILD,WILD,WILD|
L|1|S3,S5,S6,S5,S3,S3,S3,S3,S2|
M|3|S2,WILD,WILD,WILD,WILD,WILD,WILD,WILD,WILD|
L|1|S1,S3,S4,S5,S5,S1,S1,S1,S1|
L|1|S3,S3,S4,S5,S5,S6,S6,S1,S4|
L|1|S4,S4,S4,S5,S5,S5,S3,S2,S2|
L|1|S5,S2,S6,S3,S3,S3,S2,S2,S5|
L|1|S2,S5,S5,S5,S6,S6,S6,S2,S3|
L|1|S3,S3,S1,S4,S4,S4,S6,S6,S5|
L|1|WILD,WILD,S1,S2,S2,S2,S3,S3,S3|
W|1|WILD,WILD,WILD,S1,WILD,S6,WILD,WILD,WILD|
L|1|S6,S6,S6,S1,S6,S6,S1,S1,S1|
R|1|S1,S1,S1,S1,S1,S1,S2,S2,S2|S1,S1,S1,S1,S1,S1,S3,S3,S3
L|1|S5,WILD,WILD,S4,S4,S1,S6,S2,S4|
L|1|S1,S1,S6,S4,S4,S1,S6,S6,S6|
W|1|WILD,WILD,WILD,S3,WILD,S1,WILD,WILD,WILD|
L|1|S3,S5,S2,S5,S1,S1,S6,S6,S4|
L|1|S6,S1,S1,WILD,S6,S6,S2,S2,S3|
M|2|WILD,WILD,WILD,S3,WILD,WILD,WILD,WILD,WILD|
L|1|S1,S6,S6,S6,S6,S6,S2,S2,S2|
W|1|WILD,WILD,WILD,S5,WILD,S4,WILD,WILD,WILD|
L|1|S4,S4,S6,S1,S1,S5,S3,S3,S1|
L|1|S4,S4,S4,S3,S3,S3,S1,S6,S4|
L|1|S1,S1,S1,S4,S4,S2,S1,S3,S5|
L|1|S5,S5,S5,S4,S4,S4,S6,S1,S1|
L|1|S5,S6,S2,S1,S3,S2,S2,S2,S6|
L|1|S6,S2,S2,S5,S5,S3,S2,S1,S1|
L|1|S4,S3,S3,S5,S5,S5,S1,S4,S4|
W|1|WILD,WILD,S2,WILD,WILD,S5,WILD,WILD,WILD|
L|1|S2,S2,S2,S2,S2,S6,S4,S4,S4|
K|4|S2,S2,S2,S5,S6,S1,S2,S2,S2|S2,S2,S2,WILD,WILD,WILD,S2,S2,S2
L|1|S1,S1,S2,S2,S6,S5,S1,WILD,WILD|
L|1|S5,S5,S5,S3,S3,S1,S3,S3,S1|
L|1|S5,S1,S1,S4,S4,S4,S1,S1,S1|
L|1|S3,S3,S3,S5,S5,S6,WILD,S3,S4|
L|1|S3,S1,S1,S3,S6,S1,S2,S5,S6|
L|1|S1,S1,S3,S4,S4,S3,S6,S5,S5|
L|1|S5,S5,S6,S4,S4,S4,S1,S4,S5|
L|1|S6,S6,S6,S3,S3,S5,WILD,S5,S3|
L|1|S4,S4,S4,S5,S1,S1,S2,S2,S2|
W|1|WILD,WILD,WILD,S1,WILD,S6,WILD,WILD,WILD|
L|1|S3,S3,S3,S2,S2,S2,S5,S1,S6|
L|1|S5,S2,S2,S4,S4,S4,S4,S2,S2|
L|1|S1,S1,S4,S5,S5,S5,S3,S6,S6|
L|1|S3,S3,S3,S1,S1,S2,S3,S3,S2|
L|1|S2,S1,WILD,S1,S1,S6,S3,S3,S3|
L|1|S6,WILD,S2,S2,S3,S3,S1,S1,S1|
L|1|S6,S1,S1,S2,S3,S4,S1,S3,S4|
L|1|S5,S1,S1,S4,S4,S4,S6,S6,S3|
L|1|S5,S5,S5,S1,S1,S5,S4,S4,S4|
